region,region_code,period,all_providers,all_primary_care_providers,all_physicians,all_primary_care_physicians,all_nurse_practitioners,all_primary_care_nurse_practitioners,all_physician_assistants,all_primary_care_physician_assistants
New Jersey,NJ,2012,1311,526,1153,454,112,58,47,14
New Jersey,NJ,2012,1133,466,994,419,84,40,55,7
New Jersey,NJ,2012,1119,529,1009,464,59,33,51,32
New Jersey,NJ,2012,116,54,98,44,13,10,5,0
New Jersey,NJ,2012,807,336,727,294,52,26,28,16
New Jersey,NJ,2012,203,89,184,77,14,11,5,1
New Jersey,NJ,2012,1184,476,1076,427,62,31,47,18
New Jersey,NJ,2012,211,86,181,76,14,8,15,2
New Mexico,NM,2012,2104,769,1725,592,216,116,164,61
New Mexico,NM,2012,2,2,2,2,0,0,0,0
New Mexico,NM,2012,130,64,108,51,15,8,7,5
New Mexico,NM,2012,26,24,19,16,4,4,4,4
New Mexico,NM,2012,29,21,17,9,8,8,4,4
New Mexico,NM,2012,89,38,68,29,14,6,8,3
New Mexico,NM,2012,2,2,1,1,1,1,0,0
New Mexico,NM,2012,399,179,325,140,54,30,20,9
New Mexico,NM,2012,89,47,65,30,15,12,9,5
New Mexico,NM,2012,81,49,58,29,7,6,16,14
New Mexico,NM,2012,8,8,4,4,2,2,2,2
New Mexico,NM,2012,2,2,1,1,1,1,0,0
New Mexico,NM,2012,5,5,2,2,0,0,3,3
New Mexico,NM,2012,61,43,42,26,17,15,2,2
New Mexico,NM,2012,29,13,24,10,3,2,2,1
New Mexico,NM,2012,52,31,44,26,3,1,6,4
New Mexico,NM,2012,47,33,30,22,11,10,6,1
New Mexico,NM,2012,105,54,90,45,8,6,7,3
New Mexico,NM,2012,3,4,2,2,2,2,0,0
New Mexico,NM,2012,116,44,101,32,10,8,5,4
New Mexico,NM,2012,18,12,10,6,7,6,0,0
New Mexico,NM,2012,71,51,41,27,20,16,9,8
New Mexico,NM,2012,19,16,14,12,4,3,1,1
New Mexico,NM,2012,135,94,96,68,24,19,16,7
New Mexico,NM,2012,241,108,197,78,18,15,27,15
New Mexico,NM,2012,56,38,36,22,12,8,8,8
New Mexico,NM,2012,426,192,350,134,48,39,28,19
New Mexico,NM,2012,13,9,10,6,2,2,1,1
New Mexico,NM,2012,24,17,16,9,6,6,2,2
New Mexico,NM,2012,69,48,47,28,10,10,12,10
New Mexico,NM,2012,10,10,4,4,4,4,2,2
New Mexico,NM,2012,8,5,6,3,2,2,0,0
New Mexico,NM,2012,46,41,25,21,19,18,2,2
New York,NY,2012,1468,428,1179,319,170,74,119,35
New York,NY,2012,68,38,48,23,10,5,10,10
New York,NY,2012,3290,1403,2944,1231,187,106,159,66
New York,NY,2012,695,310,523,223,115,67,58,20
New York,NY,2012,141,74,90,38,28,20,23,16
New York,NY,2012,124,53,80,31,34,18,10,4
New York,NY,2012,245,137,161,79,48,32,36,26
New York,NY,2012,244,99,178,65,44,24,23,10
New York,NY,2012,70,55,43,30,20,18,7,7
New York,NY,2012,238,129,169,75,38,32,30,22
New York,NY,2012,133,52,101,35,14,7,18,10
New York,NY,2012,102,61,68,34,20,16,15,11
New York,NY,2012,63,41,42,23,14,14,6,4
New York,NY,2012,928,352,742,282,111,48,75,22
New York,NY,2012,3098,1176,2268,790,454,244,377,142
New York,NY,2012,54,40,31,23,4,2,19,15
New York,NY,2012,116,70,81,43,20,16,16,11
New York,NY,2012,80,48,57,31,15,10,8,7
New York,NY,2012,105,63,67,35,25,22,12,6
New York,NY,2012,73,44,45,27,10,8,18,9
New York,NY,2012,6,4,2,2,0,0,2,2
New York,NY,2012,82,51,59,35,12,10,10,6
New York,NY,2012,274,137,171,68,50,40,53,29
New York,NY,2012,5148,2479,4693,2224,201,132,254,123
New York,NY,2012,45,23,36,18,5,2,4,3
New York,NY,2012,89,59,62,38,11,8,16,13
New York,NY,2012,127,63,86,43,21,14,20,6
New York,NY,2012,2686,1089,2093,813,387,188,207,88
New York,NY,2012,117,53,91,38,16,10,10,5
New York,NY,2012,5135,1728,4538,1499,293,131,305,98
New York,NY,2012,11240,3112,10181,2729,602,249,457,134
New York,NY,2012,348,179,253,118,64,43,31,18
New York,NY,2012,579,254,409,166,119,72,52,16
New York,NY,2012,1865,655,1342,443,350,151,174,61
New York,NY,2012,367,131,274,90,65,32,28,9
New York,NY,2012,975,406,818,317,78,53,79,36
New York,NY,2012,45,30,31,17,11,10,4,3
New York,NY,2012,166,103,111,61,39,31,16,11
New York,NY,2012,232,102,173,68,35,24,24,10
New York,NY,2012,235,101,208,84,21,16,6,1
New York,NY,2012,3658,1870,3337,1675,113,83,208,112
New York,NY,2012,290,143,217,107,33,17,39,19
New York,NY,2012,1009,403,897,354,37,22,75,27
New York,NY,2012,774,323,687,280,56,32,31,11
New York,NY,2012,239,141,173,87,30,25,36,29
New York,NY,2012,463,230,346,160,59,38,58,32
New York,NY,2012,372,152,290,112,39,20,43,20
New York,NY,2012,43,24,30,14,6,5,7,5
New York,NY,2012,27,21,20,16,4,2,3,3
New York,NY,2012,32,25,15,12,11,7,6,6
New York,NY,2012,208,113,144,70,45,32,18,11
New York,NY,2012,4027,1580,3255,1150,412,215,360,215
New York,NY,2012,112,59,84,39,20,18,8,2
New York,NY,2012,34,28,21,17,10,9,2,2
New York,NY,2012,253,126,200,87,36,31,16,8
New York,NY,2012,382,177,299,132,55,31,29,14
New York,NY,2012,314,124,213,78,34,20,66,26
New York,NY,2012,50,47,32,29,6,6,12,12
New York,NY,2012,91,65,66,49,12,8,12,8
New York,NY,2012,2991,1140,2723,1018,187,98,81,24
New York,NY,2012,55,32,33,18,11,10,10,4
New York,NY,2012,38,29,20,16,15,10,3,3
North Carolina,NC,2012,283,139,231,109,24,16,28,14
North Carolina,NC,2012,31,27,19,16,4,4,7,7
North Carolina,NC,2012,13,9,10,6,2,2,1,1
North Carolina,NC,2012,35,20,28,15,2,2,5,3
North Carolina,NC,2012,34,24,24,16,8,8,2,0
North Carolina,NC,2012,23,12,17,8,6,4,0,0
North Carolina,NC,2012,96,49,67,32,20,14,10,3
North Carolina,NC,2012,25,22,12,9,3,3,10,10
North Carolina,NC,2012,35,33,20,18,7,7,8,8
North Carolina,NC,2012,153,88,98,52,21,17,34,19
North Carolina,NC,2012,992,372,785,298,94,40,113,34
North Carolina,NC,2012,184,89,151,62,19,16,14,11
North Carolina,NC,2012,524,253,417,196,48,31,59,26
North Carolina,NC,2012,93,56,73,40,14,12,6,4
North Carolina,NC,2012,0,0,0,0,0,0,0,0
North Carolina,NC,2012,161,92,105,51,27,23,28,18
North Carolina,NC,2012,25,24,14,13,8,8,3,3
North Carolina,NC,2012,452,179,334,120,58,38,60,21
North Carolina,NC,2012,48,44,30,26,13,13,5,5
North Carolina,NC,2012,34,20,24,11,3,3,8,6
North Carolina,NC,2012,28,15,22,12,4,3,2,0
North Carolina,NC,2012,10,9,4,4,5,5,0,0
North Carolina,NC,2012,198,105,141,69,31,24,27,12
North Carolina,NC,2012,91,59,59,32,10,9,21,18
North Carolina,NC,2012,258,95,203,71,32,16,24,8
North Carolina,NC,2012,705,324,523,224,60,32,122,68
North Carolina,NC,2012,8,6,8,6,0,0,0,0
North Carolina,NC,2012,73,44,54,28,4,4,15,12
North Carolina,NC,2012,185,100,142,77,21,14,22,9
North Carolina,NC,2012,42,31,23,17,10,8,9,6
North Carolina,NC,2012,58,45,34,25,15,14,8,6
North Carolina,NC,2012,1428,392,1188,324,124,35,117,33
North Carolina,NC,2012,51,33,36,23,6,6,8,4
North Carolina,NC,2012,1605,525,1271,392,100,47,233,86
North Carolina,NC,2012,33,21,24,14,6,6,2,1
North Carolina,NC,2012,492,236,387,174,44,28,61,34
North Carolina,NC,2012,5,5,3,3,2,2,0,0
North Carolina,NC,2012,8,7,4,3,2,2,2,2
North Carolina,NC,2012,61,45,45,33,8,6,7,6
North Carolina,NC,2012,14,13,10,8,4,4,1,1
North Carolina,NC,2012,1380,581,1056,427,134,84,189,70
North Carolina,NC,2012,83,48,61,30,9,8,13,10
North Carolina,NC,2012,134,77,91,44,10,7,33,26
North Carolina,NC,2012,130,66,108,55,9,4,13,7
North Carolina,NC,2012,279,144,212,99,31,26,35,19
North Carolina,NC,2012,44,23,32,13,6,5,6,5
North Carolina,NC,2012,29,29,17,16,3,3,10,10
North Carolina,NC,2012,4,4,2,2,2,2,0,0
North Carolina,NC,2012,387,176,295,130,43,22,48,24
North Carolina,NC,2012,91,44,64,31,14,7,12,6
North Carolina,NC,2012,181,106,131,72,29,21,22,13
North Carolina,NC,2012,11,9,10,8,1,1,0,0
North Carolina,NC,2012,114,58,87,43,10,6,17,9
North Carolina,NC,2012,115,53,87,36,11,8,17,9
North Carolina,NC,2012,103,58,80,42,11,11,11,5
North Carolina,NC,2012,58,41,39,25,11,8,8,8
North Carolina,NC,2012,84,51,68,37,10,8,6,6
North Carolina,NC,2012,24,24,12,12,8,8,4,4
North Carolina,NC,2012,18,13,15,11,1,1,2,1
North Carolina,NC,2012,2981,1062,2400,880,226,100,355,82
North Carolina,NC,2012,23,19,19,14,3,3,2,2
North Carolina,NC,2012,24,11,17,5,0,0,6,6
North Carolina,NC,2012,310,126,232,90,30,20,48,16
North Carolina,NC,2012,208,95,147,66,17,10,44,19
North Carolina,NC,2012,770,290,547,202,75,48,149,40
North Carolina,NC,2012,7,7,4,4,1,1,2,2
North Carolina,NC,2012,247,129,173,81,32,25,42,23
North Carolina,NC,2012,924,336,797,281,72,34,55,21
North Carolina,NC,2012,9,8,5,5,2,1,2,2
North Carolina,NC,2012,109,44,84,36,8,3,18,5
North Carolina,NC,2012,52,47,29,24,13,13,10,10
North Carolina,NC,2012,5,5,2,2,0,0,3,3
North Carolina,NC,2012,55,30,34,18,11,6,10,6
North Carolina,NC,2012,817,262,658,186,74,39,86,37
North Carolina,NC,2012,40,21,28,12,5,5,8,4
North Carolina,NC,2012,155,106,108,70,26,22,21,14
North Carolina,NC,2012,101,49,73,28,15,15,13,6
North Carolina,NC,2012,239,135,157,82,35,27,46,26
North Carolina,NC,2012,158,69,122,43,19,14,17,12
North Carolina,NC,2012,209,91,163,64,21,13,24,14
North Carolina,NC,2012,105,56,74,36,22,14,9,6
North Carolina,NC,2012,76,50,55,34,10,8,10,8
North Carolina,NC,2012,62,37,46,26,6,6,10,5
North Carolina,NC,2012,95,45,74,30,12,8,9,7
North Carolina,NC,2012,48,25,27,14,10,6,12,5
North Carolina,NC,2012,186,110,131,69,30,24,25,17
North Carolina,NC,2012,17,13,13,11,1,1,3,1
North Carolina,NC,2012,56,29,45,23,7,4,4,2
North Carolina,NC,2012,0,0,0,0,0,0,0,0
North Carolina,NC,2012,222,121,174,88,17,15,31,18
North Carolina,NC,2012,81,47,60,30,7,5,14,12
North Carolina,NC,2012,2388,1018,1862,772,249,140,277,106
North Carolina,NC,2012,8,5,3,1,2,2,2,2
North Carolina,NC,2012,12,10,7,5,5,5,0,0
North Carolina,NC,2012,143,71,108,46,20,16,14,9
North Carolina,NC,2012,224,103,165,72,19,17,40,14
North Carolina,NC,2012,102,55,71,36,18,12,13,7
North Carolina,NC,2012,160,78,118,56,13,10,28,12
North Carolina,NC,2012,19,17,12,11,6,6,0,0
North Carolina,NC,2012,18,17,13,12,4,3,2,2
North Dakota,ND,2012,10,5,7,3,1,1,1,1
North Dakota,ND,2012,16,10,13,7,2,2,1,1
North Dakota,ND,2012,5,5,3,3,2,2,0,0
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,5,5,3,3,2,2,0,0
North Dakota,ND,2012,7,6,5,5,1,1,1,0
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,357,123,269,95,64,21,24,7
North Dakota,ND,2012,570,186,451,138,62,28,57,20
North Dakota,ND,2012,4,4,2,2,2,2,0,0
North Dakota,ND,2012,9,9,2,2,1,1,6,6
North Dakota,ND,2012,4,4,1,1,2,2,1,1
North Dakota,ND,2012,2,1,1,0,1,1,0,0
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,5,5,2,2,2,2,1,1
North Dakota,ND,2012,8,6,4,3,0,0,3,3
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,356,110,285,81,49,25,22,4
North Dakota,ND,2012,3,4,1,1,1,1,2,2
North Dakota,ND,2012,4,4,2,2,2,2,0,0
North Dakota,ND,2012,4,4,3,3,0,0,1,1
North Dakota,ND,2012,2,2,1,1,1,1,0,0
North Dakota,ND,2012,1,1,0,0,1,1,0,0
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,2,1,0,0,1,1,0,0
North Dakota,ND,2012,8,6,4,2,1,1,3,3
North Dakota,ND,2012,4,4,1,1,1,1,2,2
North Dakota,ND,2012,14,15,4,4,10,10,1,1
North Dakota,ND,2012,14,14,6,6,6,6,2,2
North Dakota,ND,2012,15,14,14,13,1,1,0,0
North Dakota,ND,2012,11,11,7,7,3,3,1,1
North Dakota,ND,2012,3,3,2,2,1,1,0,0
North Dakota,ND,2012,2,1,0,0,1,1,0,0
North Dakota,ND,2012,10,10,5,5,4,4,1,1
North Dakota,ND,2012,16,8,10,2,6,6,0,0
North Dakota,ND,2012,27,19,20,12,5,5,2,2
North Dakota,ND,2012,9,9,3,3,2,2,4,4
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,24,18,20,14,2,2,2,2
North Dakota,ND,2012,18,16,8,6,3,3,7,7
North Dakota,ND,2012,4,4,1,1,1,1,2,2
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,3,3,2,2,1,1,0,0
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,40,29,28,18,6,6,6,5
North Dakota,ND,2012,0,0,0,0,0,0,0,0
North Dakota,ND,2012,56,28,38,16,11,6,7,6
North Dakota,ND,2012,5,5,1,1,3,3,1,1
North Dakota,ND,2012,8,7,5,4,1,1,2,2
North Dakota,ND,2012,11,10,8,7,2,2,1,1
North Dakota,ND,2012,172,59,134,40,31,14,8,5
North Dakota,ND,2012,5,5,3,3,1,1,1,1
North Dakota,ND,2012,60,34,44,21,10,7,6,6
Ohio,OH,2012,30,16,25,13,3,1,2,2
Ohio,OH,2012,371,127,294,95,46,26,32,6
Ohio,OH,2012,75,40,63,31,6,6,5,3
Ohio,OH,2012,138,69,114,58,13,7,11,4
Ohio,OH,2012,135,82,113,65,19,16,3,1
Ohio,OH,2012,44,34,36,26,6,6,2,2
Ohio,OH,2012,114,62,85,49,17,11,12,2
Ohio,OH,2012,40,22,34,16,3,3,3,3
Ohio,OH,2012,621,251,532,209,61,33,28,9
Ohio,OH,2012,9,8,7,6,2,2,0,0
Ohio,OH,2012,20,14,18,12,1,1,1,1
Ohio,OH,2012,230,108,200,85,17,14,12,9
Ohio,OH,2012,190,110,170,94,17,12,4,4
Ohio,OH,2012,69,38,60,30,8,8,0,0
Ohio,OH,2012,155,89,138,77,13,8,4,4
Ohio,OH,2012,56,24,50,21,2,2,3,1
Ohio,OH,2012,66,38,52,26,10,8,4,4
Ohio,OH,2012,5013,1489,4553,1343,336,128,124,18
Ohio,OH,2012,61,34,56,30,2,2,4,2
Ohio,OH,2012,85,38,77,30,4,4,4,4
Ohio,OH,2012,326,144,293,123,29,20,4,1
Ohio,OH,2012,166,76,144,61,14,8,9,7
Ohio,OH,2012,261,136,217,116,20,10,24,10
Ohio,OH,2012,56,29,43,18,11,10,2,1
Ohio,OH,2012,3860,1368,3408,1198,323,140,129,30
Ohio,OH,2012,56,27,47,23,6,4,2,0
Ohio,OH,2012,114,49,108,44,6,5,0,0
Ohio,OH,2012,110,61,100,56,5,3,5,2
Ohio,OH,2012,252,119,224,106,18,11,10,2
Ohio,OH,2012,72,36,57,27,10,8,5,1
Ohio,OH,2012,3027,997,2658,861,272,116,98,20
Ohio,OH,2012,155,68,117,53,18,9,20,6
Ohio,OH,2012,24,15,19,11,2,2,2,2
Ohio,OH,2012,13,7,12,6,1,1,0,0
Ohio,OH,2012,23,14,20,12,2,2,0,0
Ohio,OH,2012,59,30,49,21,8,7,2,2
Ohio,OH,2012,33,21,26,16,5,5,2,0
Ohio,OH,2012,35,20,32,17,1,1,2,2
Ohio,OH,2012,131,66,113,49,15,14,3,3
Ohio,OH,2012,73,41,58,27,15,14,0,0
Ohio,OH,2012,127,53,101,43,21,7,4,3
Ohio,OH,2012,73,45,53,32,18,12,2,1
Ohio,OH,2012,455,218,405,190,42,25,8,3
Ohio,OH,2012,47,36,35,26,10,9,2,1
Ohio,OH,2012,181,80,163,67,12,10,5,3
Ohio,OH,2012,57,34,51,30,4,4,1,0
Ohio,OH,2012,522,234,458,207,42,20,22,7
Ohio,OH,2012,1398,487,1209,407,134,64,56,16
Ohio,OH,2012,61,22,56,18,5,4,0,0
Ohio,OH,2012,625,241,519,198,68,30,38,13
Ohio,OH,2012,137,70,103,44,15,11,20,15
Ohio,OH,2012,250,132,223,118,20,12,7,2
Ohio,OH,2012,12,10,8,7,4,3,0,0
Ohio,OH,2012,78,24,73,20,4,4,1,0
Ohio,OH,2012,151,74,121,55,19,16,10,3
Ohio,OH,2012,7,7,4,4,3,2,1,1
Ohio,OH,2012,1585,611,1376,525,120,70,89,16
Ohio,OH,2012,6,5,3,3,2,2,0,0
Ohio,OH,2012,16,15,11,10,5,5,0,0
Ohio,OH,2012,231,91,190,70,31,21,9,0
Ohio,OH,2012,4,4,3,3,1,1,0,0
Ohio,OH,2012,31,26,29,24,2,2,0,0
Ohio,OH,2012,16,11,14,9,1,1,1,1
Ohio,OH,2012,20,19,13,12,6,6,1,1
Ohio,OH,2012,53,27,49,25,3,2,1,0
Ohio,OH,2012,29,26,21,19,8,7,0,0
Ohio,OH,2012,176,100,147,82,23,16,6,2
Ohio,OH,2012,29,21,22,15,2,2,5,4
Ohio,OH,2012,23,18,19,14,4,4,0,0
Ohio,OH,2012,227,117,170,76,44,37,13,4
Ohio,OH,2012,188,71,168,59,19,12,1,0
Ohio,OH,2012,73,45,65,38,7,6,2,1
Ohio,OH,2012,143,66,113,44,28,22,2,0
Ohio,OH,2012,98,37,91,32,7,5,0,0
Ohio,OH,2012,71,34,63,29,5,4,3,1
Ohio,OH,2012,948,434,814,357,99,65,36,12
Ohio,OH,2012,1463,584,1265,511,157,59,41,14
Ohio,OH,2012,295,146,271,130,20,13,4,3
Ohio,OH,2012,130,72,109,57,18,12,3,3
Ohio,OH,2012,90,45,82,38,6,6,1,1
Ohio,OH,2012,43,23,31,14,8,6,4,3
Ohio,OH,2012,6,5,6,5,0,0,0,0
Ohio,OH,2012,336,198,297,172,27,20,11,6
Ohio,OH,2012,152,78,120,57,28,19,4,2
Ohio,OH,2012,179,98,155,78,20,18,4,2
Ohio,OH,2012,54,26,47,21,5,4,2,1
Ohio,OH,2012,197,116,149,82,40,30,9,4
Ohio,OH,2012,27,12,24,10,3,2,0,0
Oklahoma,OK,2012,25,21,18,14,4,4,3,3
Oklahoma,OK,2012,5,5,2,2,1,1,2,2
Oklahoma,OK,2012,6,3,4,2,0,0,2,1
Oklahoma,OK,2012,8,9,4,4,4,4,1,1
Oklahoma,OK,2012,47,29,36,18,10,10,1,1
Oklahoma,OK,2012,14,14,7,7,3,3,4,4
Oklahoma,OK,2012,74,41,54,28,8,7,11,6
Oklahoma,OK,2012,16,14,12,10,1,1,3,3
Oklahoma,OK,2012,100,75,79,57,8,6,13,12
Oklahoma,OK,2012,102,43,77,30,7,7,18,6
Oklahoma,OK,2012,80,49,68,40,5,4,7,5
Oklahoma,OK,2012,18,14,12,9,2,1,4,4
Oklahoma,OK,2012,3,3,2,2,0,0,1,1
Oklahoma,OK,2012,386,165,302,120,34,26,50,19
Oklahoma,OK,2012,4,3,0,0,0,0,3,3
Oklahoma,OK,2012,218,109,194,95,6,5,18,9
Oklahoma,OK,2012,2,2,2,2,0,0,0,0
Oklahoma,OK,2012,22,13,14,6,5,5,4,2
Oklahoma,OK,2012,46,39,35,30,3,3,8,6
Oklahoma,OK,2012,43,33,31,22,10,10,2,1
Oklahoma,OK,2012,44,32,33,21,9,9,2,2
Oklahoma,OK,2012,1,1,1,1,0,0,0,0
Oklahoma,OK,2012,12,9,10,7,2,2,0,0
Oklahoma,OK,2012,141,61,115,45,10,6,16,10
Oklahoma,OK,2012,25,20,15,11,1,1,8,8
Oklahoma,OK,2012,57,38,37,20,2,2,18,16
Oklahoma,OK,2012,2,1,0,0,1,1,0,0
Oklahoma,OK,2012,2,1,1,1,0,0,0,0
Oklahoma,OK,2012,3,3,2,2,0,0,1,1
Oklahoma,OK,2012,0,0,0,0,0,0,0,0
Oklahoma,OK,2012,10,8,8,6,1,1,1,1
Oklahoma,OK,2012,9,6,7,4,1,1,1,1
Oklahoma,OK,2012,39,23,35,20,4,3,0,0
Oklahoma,OK,2012,4,4,3,3,0,0,1,1
Oklahoma,OK,2012,12,11,6,6,3,3,2,2
Oklahoma,OK,2012,67,39,53,29,6,4,8,6
Oklahoma,OK,2012,36,13,19,9,2,2,14,2
Oklahoma,OK,2012,9,8,6,5,1,1,2,2
Oklahoma,OK,2012,51,23,38,20,8,2,5,1
Oklahoma,OK,2012,28,25,16,14,4,4,7,7
Oklahoma,OK,2012,18,17,11,10,3,3,4,4
Oklahoma,OK,2012,21,18,15,12,1,1,5,5
Oklahoma,OK,2012,8,7,4,4,1,1,2,2
Oklahoma,OK,2012,20,19,15,14,2,2,3,3
Oklahoma,OK,2012,27,24,19,16,0,0,8,8
Oklahoma,OK,2012,13,10,10,8,0,0,2,2
Oklahoma,OK,2012,8,5,7,4,0,0,1,1
Oklahoma,OK,2012,10,10,8,8,1,1,1,1
Oklahoma,OK,2012,33,27,29,22,4,4,1,1
Oklahoma,OK,2012,8,8,6,6,1,1,1,1
Oklahoma,OK,2012,127,64,110,50,14,12,4,2
Oklahoma,OK,2012,6,3,6,3,0,0,0,0
Oklahoma,OK,2012,5,5,2,2,1,1,2,2
Oklahoma,OK,2012,11,10,7,6,3,3,1,1
Oklahoma,OK,2012,2626,804,2250,656,111,63,266,85
Oklahoma,OK,2012,42,31,30,21,10,9,1,1
Oklahoma,OK,2012,19,19,14,14,2,2,3,3
Oklahoma,OK,2012,37,25,26,17,3,2,8,6
Oklahoma,OK,2012,17,14,10,9,4,3,3,2
Oklahoma,OK,2012,122,69,100,52,9,8,13,9
Oklahoma,OK,2012,71,34,57,24,9,7,5,3
Oklahoma,OK,2012,106,60,82,41,7,7,18,12
Oklahoma,OK,2012,91,65,66,42,11,11,14,12
Oklahoma,OK,2012,8,7,4,3,1,1,3,3
Oklahoma,OK,2012,3,3,2,2,0,0,1,1
Oklahoma,OK,2012,81,53,68,43,6,6,7,4
Oklahoma,OK,2012,36,30,18,12,11,11,7,7
Oklahoma,OK,2012,26,26,18,18,2,2,6,6
Oklahoma,OK,2012,63,37,45,29,12,5,6,3
Oklahoma,OK,2012,17,14,16,13,1,1,0,0
Oklahoma,OK,2012,9,9,4,4,4,4,1,1
Oklahoma,OK,2012,2099,822,1806,712,132,70,161,40
Oklahoma,OK,2012,28,25,20,18,2,2,5,5
Oklahoma,OK,2012,94,44,75,36,11,5,8,3
Oklahoma,OK,2012,2,2,2,2,0,0,0,0
Oklahoma,OK,2012,10,8,8,6,1,1,1,1
Oklahoma,OK,2012,33,16,28,12,3,2,2,2
Oregon,OR,2012,32,19,19,9,5,3,8,7
Oregon,OR,2012,329,116,257,92,28,18,44,6
Oregon,OR,2012,776,384,653,313,95,59,28,12
Oregon,OR,2012,78,49,56,31,14,13,8,5
Oregon,OR,2012,40,30,20,15,8,4,11,11
Oregon,OR,2012,139,86,104,59,27,24,8,3
Oregon,OR,2012,20,15,12,8,2,2,6,5
Oregon,OR,2012,39,34,24,20,12,11,3,3
Oregon,OR,2012,491,187,366,142,41,26,84,19
Oregon,OR,2012,208,104,160,72,31,25,17,7
Oregon,OR,2012,2,2,0,0,0,0,2,2
Oregon,OR,2012,9,9,8,8,1,1,0,0
Oregon,OR,2012,17,10,13,6,3,3,1,1
Oregon,OR,2012,89,49,74,38,6,4,9,7
Oregon,OR,2012,621,289,466,195,92,71,62,23
Oregon,OR,2012,24,22,17,14,6,6,2,2
Oregon,OR,2012,158,88,117,59,25,22,16,7
Oregon,OR,2012,174,104,130,75,30,21,14,8
Oregon,OR,2012,11,9,7,6,3,2,1,1
Oregon,OR,2012,944,388,772,306,90,62,82,20
Oregon,OR,2012,92,66,61,39,18,16,12,11
Oregon,OR,2012,171,97,154,86,8,5,10,6
Oregon,OR,2012,66,41,39,18,11,10,16,13
Oregon,OR,2012,685,305,553,219,62,52,70,34
Oregon,OR,2012,10,11,6,6,0,0,5,5
Oregon,OR,2012,2728,917,2324,741,244,131,161,45
Oregon,OR,2012,76,63,47,39,15,10,14,14
Oregon,OR,2012,1,1,0,0,1,1,0,0
Oregon,OR,2012,43,29,30,18,8,6,5,5
Oregon,OR,2012,108,60,76,37,22,16,10,7
Oregon,OR,2012,49,25,40,20,8,4,1,1
Oregon,OR,2012,12,12,8,8,3,3,1,1
Oregon,OR,2012,82,38,63,21,9,8,10,9
Oregon,OR,2012,1415,617,1192,513,115,66,109,38
Oregon,OR,2012,2,2,0,0,0,0,2,2
Oregon,OR,2012,167,96,138,78,16,9,13,9
Pennsylvania,PA,2012,145,94,115,70,20,18,9,6
Pennsylvania,PA,2012,5033,1600,4254,1363,322,145,457,92
Pennsylvania,PA,2012,111,62,82,44,18,11,11,7
Pennsylvania,PA,2012,294,138,237,112,15,9,42,17
Pennsylvania,PA,2012,64,37,45,23,4,4,14,10
Pennsylvania,PA,2012,963,434,786,349,84,44,93,41
Pennsylvania,PA,2012,436,156,329,117,24,8,84,31
Pennsylvania,PA,2012,239,84,177,57,39,16,24,11
Pennsylvania,PA,2012,1502,663,1270,523,133,84,99,56
Pennsylvania,PA,2012,338,181,272,138,29,24,37,19
Pennsylvania,PA,2012,386,164,293,117,18,8,75,39
Pennsylvania,PA,2012,7,7,3,3,2,2,2,2
Pennsylvania,PA,2012,86,38,72,31,4,3,10,4
Pennsylvania,PA,2012,412,157,315,115,40,22,56,20
Pennsylvania,PA,2012,1092,486,877,394,123,76,92,16
Pennsylvania,PA,2012,95,59,71,39,12,12,13,8
Pennsylvania,PA,2012,183,66,135,46,22,8,26,12
Pennsylvania,PA,2012,52,35,36,20,3,3,14,12
Pennsylvania,PA,2012,113,70,95,56,5,4,14,10
Pennsylvania,PA,2012,188,98,143,73,23,17,22,8
Pennsylvania,PA,2012,662,288,543,220,57,36,63,32
Pennsylvania,PA,2012,1297,379,1057,286,131,56,110,37
Pennsylvania,PA,2012,1703,629,1483,541,108,62,112,26
Pennsylvania,PA,2012,64,37,49,29,4,0,11,8
Pennsylvania,PA,2012,751,287,570,217,81,42,100,28
Pennsylvania,PA,2012,260,136,201,97,29,23,30,16
Pennsylvania,PA,2012,1,0,0,0,0,0,0,0
Pennsylvania,PA,2012,313,151,245,108,29,20,39,23
Pennsylvania,PA,2012,29,13,24,8,0,0,5,5
Pennsylvania,PA,2012,60,39,40,20,10,10,10,9
Pennsylvania,PA,2012,67,40,45,25,2,1,20,14
Pennsylvania,PA,2012,152,70,127,57,12,8,12,5
Pennsylvania,PA,2012,73,47,54,30,4,4,14,13
Pennsylvania,PA,2012,14,14,7,7,1,1,6,6
Pennsylvania,PA,2012,624,252,492,195,56,30,76,27
Pennsylvania,PA,2012,1172,562,952,438,127,75,94,49
Pennsylvania,PA,2012,160,61,129,48,12,7,18,6
Pennsylvania,PA,2012,270,99,230,80,15,9,26,10
Pennsylvania,PA,2012,1341,516,1057,402,146,67,138,47
Pennsylvania,PA,2012,762,342,628,275,50,27,84,40
Pennsylvania,PA,2012,325,136,257,104,24,10,45,22
